Airline,Source,Destination,Total_Stops,Price
Air India,Banglore,Delhi,0,6121
Vistara,Kolkata,Banglore,1,8610
Air Asia,Kolkata,Banglore,0,5620
IndiGo,Kolkata,Banglore,0,4804
Multiple carriers,Delhi,Cochin,1,7005
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Kolkata,Banglore,1,8586
Multiple carriers,Delhi,Cochin,1,10197
Multiple carriers,Delhi,Cochin,1,10667
IndiGo,Kolkata,Banglore,1,11160
Air India,Delhi,Cochin,2,12488
Jet Airways,Kolkata,Banglore,1,10844
Air India,Delhi,Cochin,2,9968
Jet Airways,Banglore,Delhi,0,5198
Jet Airways,Kolkata,Banglore,1,8586
IndiGo,Chennai,Kolkata,0,4332
IndiGo,Kolkata,Banglore,1,5069
Jet Airways,Banglore,Delhi,0,4544
Multiple carriers,Delhi,Cochin,1,14973
Air India,Banglore,New Delhi,3,13387
SpiceJet,Banglore,Delhi,0,3625
Jet Airways,Kolkata,Banglore,1,10703
IndiGo,Kolkata,Banglore,0,7615
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Banglore,New Delhi,1,16736
Jet Airways,Kolkata,Banglore,1,9663
Multiple carriers,Delhi,Cochin,1,9205
Jet Airways,Delhi,Cochin,1,15554
SpiceJet,Mumbai,Hyderabad,0,1965
Air India,Kolkata,Banglore,0,5510
Multiple carriers,Delhi,Cochin,1,8266
IndiGo,Mumbai,Hyderabad,0,3175
SpiceJet,Delhi,Cochin,1,4760
Multiple carriers,Delhi,Cochin,1,7740
Jet Airways,Kolkata,Banglore,1,13941
Air Asia,Delhi,Cochin,1,11410
Jet Airways,Kolkata,Banglore,1,12681
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Delhi,Cochin,2,10368
Air India,Kolkata,Banglore,2,12324
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Delhi,Cochin,2,13014
IndiGo,Delhi,Cochin,1,6442
Jet Airways,Delhi,Cochin,1,12373
Jet Airways,Banglore,New Delhi,1,13817
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Delhi,Cochin,2,9412
Air India,Delhi,Cochin,2,10231
Jet Airways,Banglore,Delhi,0,7229
SpiceJet,Banglore,New Delhi,0,4273
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Delhi,Cochin,1,7164
Jet Airways,Banglore,Delhi,0,6478
Jet Airways,Banglore,Delhi,0,5198
SpiceJet,Banglore,Delhi,0,4319
Jet Airways,Delhi,Cochin,1,10262
Vistara,Delhi,Cochin,0,6741
Jet Airways,Kolkata,Banglore,1,14571
Air India,Banglore,New Delhi,1,26092
Air India,Delhi,Cochin,2,11753
Jet Airways,Banglore,New Delhi,1,7832
Vistara,Kolkata,Banglore,1,8610
Jet Airways,Kolkata,Banglore,1,13626
Jet Airways,Delhi,Cochin,2,10368
IndiGo,Mumbai,Hyderabad,0,2754
Jet Airways,Kolkata,Banglore,1,12692
IndiGo,Banglore,New Delhi,0,10067
GoAir,Delhi,Cochin,1,4959
Air India,Banglore,New Delhi,2,19372
Air India,Mumbai,Hyderabad,0,3100
Multiple carriers,Delhi,Cochin,1,8405
Multiple carriers,Delhi,Cochin,1,6943
SpiceJet,Kolkata,Banglore,0,3841
SpiceJet,Mumbai,Hyderabad,0,2017
Vistara,Kolkata,Banglore,1,9187
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Delhi,Cochin,2,8938
SpiceJet,Banglore,Delhi,0,4319
SpiceJet,Banglore,Delhi,0,3573
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Delhi,Cochin,0,7202
Vistara,Kolkata,Banglore,1,9187
GoAir,Delhi,Cochin,1,6976
Jet Airways,Delhi,Cochin,1,12898
Jet Airways,Delhi,Cochin,1,12898
Jet Airways,Delhi,Cochin,2,10588
Air India,Delhi,Cochin,2,9181
Jet Airways,Banglore,New Delhi,1,11087
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,0,4886
IndiGo,Delhi,Cochin,1,8470
Air India,Kolkata,Banglore,3,14960
SpiceJet,Kolkata,Banglore,0,3873
Air India,Delhi,Cochin,2,11911
Air India,Delhi,Cochin,1,8907
SpiceJet,Chennai,Kolkata,0,3859
Air Asia,Kolkata,Banglore,0,3807
Air Asia,Kolkata,Banglore,0,4384
Multiple carriers,Delhi,Cochin,1,11622
Vistara,Banglore,New Delhi,0,4563
SpiceJet,Mumbai,Hyderabad,0,1965
Air India,Kolkata,Banglore,0,4145
Jet Airways,Kolkata,Banglore,1,10031
Air India,Banglore,New Delhi,1,11628
Jet Airways,Delhi,Cochin,1,10262
SpiceJet,Mumbai,Hyderabad,0,2017
Vistara,Delhi,Cochin,0,6216
Multiple carriers,Delhi,Cochin,3,16294
IndiGo,Banglore,Delhi,0,3943
Multiple carriers,Delhi,Cochin,1,7038
SpiceJet,Banglore,New Delhi,1,7294
SpiceJet,Kolkata,Banglore,0,3873
Air India,Mumbai,Hyderabad,0,3100
Multiple carriers,Delhi,Cochin,1,12507
Air Asia,Delhi,Cochin,1,6152
Air India,Kolkata,Banglore,1,8030
Jet Airways,Banglore,Delhi,0,5769
IndiGo,Kolkata,Banglore,0,4804
Air India,Delhi,Cochin,1,8372
Jet Airways,Banglore,New Delhi,1,8578
Air India,Delhi,Cochin,2,11228
Air India,Kolkata,Banglore,2,13227
IndiGo,Banglore,New Delhi,0,8855
Multiple carriers,Delhi,Cochin,1,12192
Jet Airways,Delhi,Cochin,2,12819
IndiGo,Banglore,Delhi,0,3943
Multiple carriers,Delhi,Cochin,1,18260
Air India,Banglore,Delhi,0,5228
Jet Airways,Delhi,Cochin,2,14300
Air India,Kolkata,Banglore,2,10151
IndiGo,Kolkata,Banglore,1,5699
Vistara,Kolkata,Banglore,1,9187
Vistara,Kolkata,Banglore,1,8452
Multiple carriers,Delhi,Cochin,1,13961
Jet Airways,Banglore,Delhi,0,5769
Multiple carriers,Delhi,Cochin,1,10877
IndiGo,Banglore,Delhi,0,4591
Air India,Kolkata,Banglore,2,17732
Jet Airways,Delhi,Cochin,1,12373
Air Asia,Kolkata,Banglore,0,3807
Vistara,Kolkata,Banglore,1,9555
Air Asia,Banglore,Delhi,0,4483
Jet Airways,Kolkata,Banglore,1,14781
Jet Airways,Delhi,Cochin,2,13292
Jet Airways,Delhi,Cochin,1,12373
IndiGo,Delhi,Cochin,1,5530
IndiGo,Delhi,Cochin,1,7081
Jet Airways,Delhi,Cochin,1,10262
Multiple carriers,Delhi,Cochin,1,9316
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Delhi,Cochin,1,8542
IndiGo,Banglore,Delhi,0,4823
Air India,Delhi,Cochin,1,12940
Jet Airways,Kolkata,Banglore,1,13374
Multiple carriers,Delhi,Cochin,1,13062
Jet Airways,Delhi,Cochin,2,13014
Jet Airways,Banglore,Delhi,0,8541
Jet Airways,Kolkata,Banglore,1,11134
Jet Airways,Banglore,New Delhi,1,7832
Multiple carriers,Delhi,Cochin,1,8888
Jet Airways,Kolkata,Banglore,1,9663
Multiple carriers,Delhi,Cochin,1,17267
Jet Airways,Banglore,New Delhi,1,7832
Vistara,Banglore,New Delhi,0,12123
Multiple carriers,Delhi,Cochin,1,8073
SpiceJet,Banglore,Delhi,0,4991
GoAir,Banglore,Delhi,0,3419
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,10262
Air Asia,Kolkata,Banglore,0,3807
IndiGo,Mumbai,Hyderabad,0,5755
Jet Airways,Delhi,Cochin,1,10262
Air India,Delhi,Cochin,2,13039
Jet Airways,Banglore,New Delhi,1,7832
IndiGo,Chennai,Kolkata,0,6297
Jet Airways,Mumbai,Hyderabad,0,3210
Multiple carriers,Delhi,Cochin,1,15147
IndiGo,Mumbai,Hyderabad,0,4049
Jet Airways,Delhi,Cochin,2,13882
Air India,Kolkata,Banglore,1,8366
Jet Airways,Banglore,New Delhi,1,9134
IndiGo,Banglore,Delhi,0,4823
Air India,Kolkata,Banglore,1,5006
Air India,Delhi,Cochin,1,7480
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,7064
IndiGo,Kolkata,Banglore,0,5224
Air Asia,Kolkata,Banglore,0,4384
Multiple carriers,Delhi,Cochin,1,13377
Multiple carriers,Delhi,Cochin,1,8837
Air India,Delhi,Cochin,1,16352
Air India,Delhi,Cochin,2,10441
IndiGo,Chennai,Kolkata,0,3597
Air Asia,Kolkata,Banglore,0,3807
Jet Airways,Kolkata,Banglore,1,9663
Jet Airways,Kolkata,Banglore,1,12681
Vistara,Banglore,Delhi,0,4668
Jet Airways,Delhi,Cochin,2,15129
Multiple carriers,Delhi,Cochin,1,17057
Air India,Delhi,Cochin,1,8372
SpiceJet,Kolkata,Banglore,0,5515
Jet Airways,Kolkata,Banglore,1,8355
IndiGo,Mumbai,Hyderabad,0,2754
Multiple carriers,Delhi,Cochin,1,13377
Jet Airways,Delhi,Cochin,1,15554
IndiGo,Kolkata,Banglore,0,5224
IndiGo,Delhi,Cochin,1,6069
Jet Airways,Delhi,Cochin,1,12373
Jet Airways,Kolkata,Banglore,1,6959
SpiceJet,Kolkata,Banglore,0,3841
Air India,Delhi,Cochin,1,8669
Jet Airways,Delhi,Cochin,2,13014
Jet Airways,Kolkata,Banglore,1,13731
Multiple carriers,Delhi,Cochin,1,7888
Vistara,Kolkata,Banglore,1,12942
Vistara,Mumbai,Hyderabad,1,12395
Jet Airways,Kolkata,Banglore,1,14571
IndiGo,Banglore,Delhi,0,4591
Air India,Kolkata,Banglore,2,12592
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Kolkata,Banglore,1,14388
Air India,Delhi,Cochin,2,14851
Jet Airways,Kolkata,Banglore,1,8586
Jet Airways,Banglore,New Delhi,1,31825
Jet Airways,Delhi,Cochin,2,14237
IndiGo,Kolkata,Banglore,1,5069
Jet Airways,Delhi,Cochin,1,16079
Jet Airways,Kolkata,Banglore,1,9663
Multiple carriers,Delhi,Cochin,1,13587
Air India,Kolkata,Banglore,1,10808
Multiple carriers,Delhi,Cochin,1,11446
Air India,Mumbai,Hyderabad,0,3100
GoAir,Kolkata,Banglore,1,6484
IndiGo,Mumbai,Hyderabad,0,4049
SpiceJet,Banglore,New Delhi,0,3873
IndiGo,Banglore,New Delhi,1,7280
Air India,Mumbai,Hyderabad,0,3625
SpiceJet,Banglore,Delhi,0,3919
Jet Airways,Delhi,Cochin,1,15554
IndiGo,Chennai,Kolkata,0,3850
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Banglore,Delhi,0,7229
IndiGo,Banglore,Delhi,0,4823
IndiGo,Banglore,Delhi,0,4823
Vistara,Kolkata,Banglore,1,11682
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Delhi,Cochin,1,6818
SpiceJet,Mumbai,Hyderabad,0,1965
Vistara,Kolkata,Banglore,1,9345
IndiGo,Delhi,Cochin,1,6938
Jet Airways,Delhi,Cochin,2,10368
Air India,Delhi,Cochin,2,11753
Air India,Delhi,Cochin,2,12488
Jet Airways,Kolkata,Banglore,1,9899
Multiple carriers,Delhi,Cochin,1,11622
SpiceJet,Kolkata,Banglore,0,3847
Jet Airways,Delhi,Cochin,1,16079
Jet Airways,Banglore,Delhi,0,6478
Air India,Delhi,Cochin,0,5201
Air Asia,Kolkata,Banglore,0,4409
Jet Airways,Banglore,New Delhi,1,17261
Vistara,Banglore,Delhi,0,4878
SpiceJet,Banglore,Delhi,0,3573
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Kolkata,Banglore,0,4804
Air India,Delhi,Cochin,0,5201
Multiple carriers,Delhi,Cochin,1,14533
SpiceJet,Kolkata,Banglore,0,3873
SpiceJet,Chennai,Kolkata,0,3543
Multiple carriers,Delhi,Cochin,1,7215
Multiple carriers,Delhi,Cochin,1,11999
IndiGo,Mumbai,Hyderabad,0,2754
Jet Airways,Banglore,New Delhi,1,13817
Air Asia,Kolkata,Banglore,0,4107
Multiple carriers,Delhi,Cochin,1,8073
IndiGo,Mumbai,Hyderabad,0,2227
Jet Airways,Kolkata,Banglore,1,10539
IndiGo,Banglore,Delhi,0,3943
Jet Airways,Kolkata,Banglore,1,10844
SpiceJet,Banglore,New Delhi,0,3925
Jet Airways,Mumbai,Hyderabad,0,3210
Jet Airways,Banglore,Delhi,0,8016
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Kolkata,Banglore,1,14388
IndiGo,Chennai,Kolkata,0,3597
Multiple carriers,Delhi,Cochin,1,14086
IndiGo,Banglore,Delhi,0,3749
Jet Airways,Banglore,Delhi,0,7229
Multiple carriers,Delhi,Cochin,1,15603
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Mumbai,Hyderabad,0,8040
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Delhi,Cochin,1,14714
Vistara,Kolkata,Banglore,1,7927
Jet Airways,Banglore,Delhi,0,4030
IndiGo,Delhi,Cochin,1,8285
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Kolkata,Banglore,0,4148
IndiGo,Delhi,Cochin,1,6496
IndiGo,Kolkata,Banglore,0,4148
Jet Airways,Kolkata,Banglore,1,13339
Jet Airways,Delhi,Cochin,2,13882
IndiGo,Banglore,Delhi,0,3943
Jet Airways,Banglore,New Delhi,1,11087
Jet Airways,Delhi,Cochin,2,15318
SpiceJet,Kolkata,Banglore,0,3873
Multiple carriers,Delhi,Cochin,1,11573
Vistara,Banglore,Delhi,0,4668
Air India,Banglore,New Delhi,2,13576
Air India,Banglore,New Delhi,1,15434
Vistara,Banglore,Delhi,0,5403
Jet Airways,Delhi,Cochin,2,16914
Jet Airways,Kolkata,Banglore,1,14781
Jet Airways,Banglore,Delhi,0,4544
Air India,Kolkata,Banglore,2,9416
Vistara,Kolkata,Banglore,1,8662
Air India,Delhi,Cochin,1,9194
SpiceJet,Kolkata,Banglore,0,3873
IndiGo,Kolkata,Banglore,1,11465
Air India,Delhi,Cochin,1,8907
Air India,Delhi,Cochin,2,8770
Jet Airways,Delhi,Cochin,1,12242
Multiple carriers,Delhi,Cochin,1,12192
Vistara,Kolkata,Banglore,1,8505
Jet Airways,Kolkata,Banglore,1,9663
Multiple carriers,Delhi,Cochin,1,8614
Jet Airways,Delhi,Cochin,2,13292
Multiple carriers,Delhi,Cochin,1,7740
IndiGo,Delhi,Cochin,1,8854
IndiGo,Delhi,Cochin,2,7682
IndiGo,Kolkata,Banglore,0,4804
Vistara,Banglore,Delhi,0,4668
Multiple carriers,Delhi,Cochin,1,5797
Air India,Delhi,Cochin,0,4729
Multiple carriers,Delhi,Cochin,1,7888
IndiGo,Kolkata,Banglore,1,5069
Air India,Delhi,Cochin,3,9128
Jet Airways,Kolkata,Banglore,1,9663
Air India,Delhi,Cochin,1,7952
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,2,13882
IndiGo,Banglore,Delhi,0,4591
Air India,Mumbai,Hyderabad,2,16172
IndiGo,Banglore,Delhi,0,4591
IndiGo,Mumbai,Hyderabad,0,4049
IndiGo,Kolkata,Banglore,0,4804
Multiple carriers,Delhi,Cochin,1,6673
Jet Airways,Delhi,Cochin,2,11150
Air India,Delhi,Cochin,2,13591
IndiGo,Banglore,Delhi,0,4077
Multiple carriers,Delhi,Cochin,1,12927
Jet Airways,Delhi,Cochin,2,16274
Vistara,Banglore,Delhi,0,4668
Jet Airways,Delhi,Cochin,1,12898
Air India,Mumbai,Hyderabad,1,11678
IndiGo,Delhi,Cochin,1,5775
SpiceJet,Kolkata,Banglore,0,5515
Jet Airways,Banglore,New Delhi,1,13555
Jet Airways,Kolkata,Banglore,1,14571
SpiceJet,Mumbai,Hyderabad,0,2227
Air India,Banglore,Delhi,0,6961
Air India,Delhi,Cochin,1,15704
Jet Airways,Mumbai,Hyderabad,0,8040
Jet Airways,Delhi,Cochin,1,14714
Jet Airways,Delhi,Cochin,2,9296
Multiple carriers,Delhi,Cochin,1,10197
Air India,Delhi,Cochin,1,8372
Vistara,Delhi,Cochin,0,6741
IndiGo,Chennai,Kolkata,0,6297
Jet Airways,Kolkata,Banglore,1,13626
Jet Airways,Delhi,Cochin,2,15129
IndiGo,Delhi,Cochin,1,6426
Jet Airways,Delhi,Cochin,2,20904
Air Asia,Delhi,Cochin,1,6451
Air India,Banglore,New Delhi,1,12704
Jet Airways,Kolkata,Banglore,1,13067
Jet Airways,Banglore,Delhi,0,7229
Jet Airways,Delhi,Cochin,2,12347
Multiple carriers,Delhi,Cochin,1,17057
Air India,Kolkata,Banglore,2,8366
Multiple carriers,Delhi,Cochin,1,15078
Air Asia,Kolkata,Banglore,1,7870
IndiGo,Mumbai,Hyderabad,0,3603
Air India,Kolkata,Banglore,1,11936
Multiple carriers,Delhi,Cochin,1,8925
Air India,Delhi,Cochin,0,6934
Jet Airways,Delhi,Cochin,1,6542
IndiGo,Kolkata,Banglore,0,4778
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Kolkata,Banglore,1,14151
Multiple carriers,Delhi,Cochin,1,16108
Multiple carriers,Delhi,Cochin,1,13377
SpiceJet,Banglore,Delhi,0,3919
Multiple carriers,Delhi,Cochin,1,15136
Vistara,Kolkata,Banglore,1,9345
Multiple carriers,Delhi,Cochin,1,12327
Jet Airways,Banglore,New Delhi,1,12284
Air India,Delhi,Cochin,2,13039
Jet Airways,Delhi,Cochin,1,11848
Jet Airways,Delhi,Cochin,1,16079
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Kolkata,Banglore,1,10844
Vistara,Kolkata,Banglore,1,8505
Air India,Kolkata,Banglore,2,11774
Jet Airways,Banglore,Delhi,0,5769
Jet Airways,Kolkata,Banglore,1,10844
SpiceJet,Chennai,Kolkata,0,3597
Multiple carriers,Delhi,Cochin,1,16497
Jet Airways,Kolkata,Banglore,1,14151
IndiGo,Kolkata,Banglore,0,4804
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Delhi,Cochin,1,14714
IndiGo,Mumbai,Hyderabad,0,8853
IndiGo,Delhi,Cochin,1,6582
Vistara,Banglore,Delhi,0,4668
Jet Airways,Kolkata,Banglore,1,14571
Jet Airways,Delhi,Cochin,1,13843
Multiple carriers,Delhi,Cochin,1,7354
IndiGo,Kolkata,Banglore,0,4804
IndiGo,Chennai,Kolkata,0,5277
Air India,Delhi,Cochin,1,5998
IndiGo,Banglore,Delhi,0,4591
IndiGo,Chennai,Kolkata,0,3597
Jet Airways,Mumbai,Hyderabad,0,5678
IndiGo,Chennai,Kolkata,0,3850
SpiceJet,Mumbai,Hyderabad,0,2017
Jet Airways,Delhi,Cochin,1,10262
Air India,Delhi,Cochin,2,8603
Multiple carriers,Delhi,Cochin,1,14153
Jet Airways,Kolkata,Banglore,1,8066
Multiple carriers,Delhi,Cochin,1,7695
SpiceJet,Delhi,Cochin,1,8488
GoAir,Banglore,New Delhi,0,4340
Jet Airways,Kolkata,Banglore,1,14151
Jet Airways,Banglore,New Delhi,1,11087
Jet Airways,Kolkata,Banglore,1,13759
Jet Airways,Delhi,Cochin,1,16079
Multiple carriers,Delhi,Cochin,1,12717
Jet Airways,Mumbai,Hyderabad,0,4995
SpiceJet,Kolkata,Banglore,0,3873
Jet Airways,Kolkata,Banglore,1,7826
Vistara,Kolkata,Banglore,1,7980
Multiple carriers,Delhi,Cochin,1,9486
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Chennai,Kolkata,0,6482
IndiGo,Delhi,Cochin,1,6628
Air India,Kolkata,Banglore,1,7452
Jet Airways,Delhi,Cochin,2,13882
Multiple carriers,Delhi,Cochin,1,8099
Vistara,Banglore,Delhi,0,4878
IndiGo,Kolkata,Banglore,1,5170
SpiceJet,Banglore,New Delhi,1,6315
IndiGo,Chennai,Kolkata,0,7295
Multiple carriers,Delhi,Cochin,1,9794
Jet Airways,Delhi,Cochin,2,8834
SpiceJet,Mumbai,Hyderabad,0,2017
Multiple carriers,Delhi,Cochin,1,12615
Vistara,Banglore,New Delhi,0,7240
Jet Airways,Banglore,Delhi,0,8016
Vistara,Banglore,Delhi,0,4878
Jet Airways,Delhi,Cochin,2,13292
Air India,Banglore,New Delhi,1,11707
IndiGo,Delhi,Cochin,1,6147
IndiGo,Delhi,Cochin,1,6093
Jet Airways,Kolkata,Banglore,1,12681
SpiceJet,Banglore,Delhi,0,3311
Air India,Mumbai,Hyderabad,3,14260
Air India,Delhi,Cochin,2,13591
IndiGo,Kolkata,Banglore,0,4804
Air India,Delhi,Cochin,2,13538
Jet Airways,Kolkata,Banglore,1,14151
SpiceJet,Banglore,New Delhi,0,5575
Jet Airways,Kolkata,Banglore,1,14178
Air India,Chennai,Kolkata,0,7082
SpiceJet,Banglore,Delhi,0,4319
Jet Airways,Delhi,Cochin,2,20747
Jet Airways,Kolkata,Banglore,1,13759
Jet Airways,Delhi,Cochin,2,9181
Jet Airways,Delhi,Cochin,1,17024
IndiGo,Delhi,Cochin,1,5298
Jet Airways,Kolkata,Banglore,1,13364
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Delhi,Cochin,2,10919
Jet Airways,Banglore,New Delhi,1,12284
IndiGo,Delhi,Cochin,1,6790
IndiGo,Mumbai,Hyderabad,0,4392
Air India,Delhi,Cochin,2,9653
SpiceJet,Mumbai,Hyderabad,0,2753
Air India,Kolkata,Banglore,1,6327
Multiple carriers,Delhi,Cochin,1,11125
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,10262
Air Asia,Delhi,Cochin,1,6752
IndiGo,Banglore,Delhi,0,4423
Air Asia,Banglore,Delhi,0,3383
Air India,Delhi,Cochin,2,12121
Multiple carriers,Delhi,Cochin,1,9021
Multiple carriers,Delhi,Cochin,1,8266
Jet Airways,Delhi,Cochin,1,14714
Air India,Delhi,Cochin,2,11386
Jet Airways,Banglore,New Delhi,1,14815
Jet Airways,Delhi,Cochin,1,13843
IndiGo,Delhi,Cochin,1,7191
SpiceJet,Kolkata,Banglore,0,6251
Jet Airways,Delhi,Cochin,2,9412
SpiceJet,Kolkata,Banglore,0,3815
Air India,Mumbai,Hyderabad,0,3100
Vistara,Delhi,Cochin,0,6216
Multiple carriers,Delhi,Cochin,1,13377
IndiGo,Banglore,New Delhi,1,5694
Air India,Kolkata,Banglore,2,15107
Air India,Delhi,Cochin,1,11260
Air India,Delhi,Cochin,1,9929
Air India,Delhi,Cochin,1,5642
Multiple carriers,Delhi,Cochin,1,15078
Multiple carriers,Delhi,Cochin,1,13377
Air India,Kolkata,Banglore,2,16057
Jet Airways,Banglore,New Delhi,1,12284
Jet Airways,Mumbai,Hyderabad,0,5678
Multiple carriers,Delhi,Cochin,1,17703
IndiGo,Banglore,Delhi,0,4823
Air India,Kolkata,Banglore,2,5562
IndiGo,Delhi,Cochin,1,13790
Jet Airways,Kolkata,Banglore,1,8586
Multiple carriers,Delhi,Cochin,1,11264
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Delhi,Cochin,1,6416
IndiGo,Delhi,Cochin,1,7725
Jet Airways,Delhi,Cochin,2,13376
Jet Airways,Kolkata,Banglore,1,14231
Jet Airways,Delhi,Cochin,1,19828
Jet Airways,Mumbai,Hyderabad,0,8040
Air India,Banglore,New Delhi,0,25913
Jet Airways,Delhi,Cochin,1,16079
Air India,Mumbai,Hyderabad,0,4937
Air India,Delhi,Cochin,2,13039
Jet Airways,Kolkata,Banglore,1,9314
SpiceJet,Delhi,Cochin,1,4957
Multiple carriers,Delhi,Cochin,1,14973
Jet Airways,Kolkata,Banglore,1,14571
IndiGo,Kolkata,Banglore,0,5224
Multiple carriers,Delhi,Cochin,1,11622
GoAir,Banglore,Delhi,0,3419
Jet Airways,Delhi,Cochin,2,13344
IndiGo,Delhi,Cochin,1,6316
IndiGo,Mumbai,Hyderabad,0,4392
Jet Airways,Delhi,Cochin,2,16704
Jet Airways,Kolkata,Banglore,1,8529
Jet Airways,Delhi,Cochin,2,14300
Multiple carriers,Delhi,Cochin,1,7198
Jet Airways,Delhi,Cochin,2,14300
Jet Airways,Banglore,Delhi,0,7229
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Banglore,Delhi,0,4030
Jet Airways,Delhi,Cochin,1,16079
IndiGo,Mumbai,Hyderabad,0,2754
IndiGo,Delhi,Cochin,1,6842
Vistara,Banglore,New Delhi,0,6138
Jet Airways,Kolkata,Banglore,1,12576
Jet Airways,Kolkata,Banglore,1,13067
Jet Airways,Kolkata,Banglore,1,9358
Jet Airways,Kolkata,Banglore,1,8586
Air India,Banglore,Delhi,0,5176
Air India,Delhi,Cochin,1,7480
Air India,Kolkata,Banglore,2,12723
Air India,Kolkata,Banglore,1,5793
Multiple carriers,Delhi,Cochin,1,14848
Air India,Delhi,Cochin,2,10493
Jet Airways,Kolkata,Banglore,1,11467
Air India,Delhi,Cochin,1,9719
SpiceJet,Kolkata,Banglore,0,3873
IndiGo,Delhi,Cochin,1,4862
SpiceJet,Banglore,Delhi,0,3971
Jet Airways,Banglore,New Delhi,1,7832
SpiceJet,Banglore,Delhi,0,3625
Vistara,Kolkata,Banglore,1,8610
Multiple carriers,Delhi,Cochin,1,14486
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Kolkata,Banglore,1,13941
IndiGo,Banglore,Delhi,0,4823
Air India,Kolkata,Banglore,2,12009
SpiceJet,Chennai,Kolkata,0,3597
Multiple carriers,Delhi,Cochin,1,21226
Jet Airways,Delhi,Cochin,1,10577
Air Asia,Kolkata,Banglore,1,5320
IndiGo,Banglore,New Delhi,0,6860
SpiceJet,Mumbai,Hyderabad,0,1759
Jet Airways,Delhi,Cochin,1,12242
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Banglore,Delhi,0,3502
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Kolkata,Banglore,0,4174
Jet Airways,Kolkata,Banglore,1,5608
IndiGo,Kolkata,Banglore,1,9376
Jet Airways,Kolkata,Banglore,1,13584
Multiple carriers,Delhi,Cochin,1,7354
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,14388
Jet Airways,Kolkata,Banglore,1,14781
Air India,Delhi,Cochin,2,9653
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Delhi,Cochin,1,6674
IndiGo,Delhi,Cochin,1,7663
SpiceJet,Banglore,Delhi,0,4319
Jet Airways,Delhi,Cochin,1,12373
Jet Airways,Delhi,Cochin,1,12242
Jet Airways,Delhi,Cochin,1,16289
GoAir,Banglore,Delhi,0,3419
Jet Airways,Kolkata,Banglore,1,7851
Jet Airways,Banglore,New Delhi,1,12284
IndiGo,Delhi,Cochin,1,6386
Jet Airways,Delhi,Cochin,2,15339
SpiceJet,Mumbai,Hyderabad,0,2017
Jet Airways,Delhi,Cochin,2,16274
IndiGo,Delhi,Cochin,1,5947
Jet Airways,Mumbai,Hyderabad,0,8040
Jet Airways,Delhi,Cochin,2,10368
Air India,Delhi,Cochin,1,8907
IndiGo,Mumbai,Hyderabad,0,4049
Air India,Banglore,New Delhi,0,8588
Jet Airways,Banglore,Delhi,0,7229
IndiGo,Banglore,Delhi,0,3943
Air Asia,Banglore,Delhi,0,4483
Air India,Kolkata,Banglore,2,10151
IndiGo,Banglore,Delhi,0,3419
Air India,Delhi,Cochin,2,13486
Vistara,Kolkata,Banglore,1,8610
GoAir,Banglore,Delhi,0,3898
Air India,Kolkata,Banglore,2,15187
IndiGo,Delhi,Cochin,2,10278
IndiGo,Delhi,Cochin,1,6442
Jet Airways,Delhi,Cochin,2,13344
Air India,Banglore,New Delhi,1,5521
IndiGo,Chennai,Kolkata,0,3597
Air India,Banglore,New Delhi,1,11077
